
2096921,2096921, 163486, 638006
2096921,2096921, 163459, 638200
2096921,2096921, 163315, 638228
2096921,2096921, 163342, 638167
2096921,2096921, 163470, 638249
2096921,2096921, 163619, 638133
2096921,2096921, 163439, 638160
2096921,2096921, 163822, 638205
2096921,2096921, 163749, 638911
2096921,2096921, 163928, 639176
2096921,2096921, 164248, 639297
2096921,2096921, 163989, 639301
2096921,2096921, 164090, 639304
2096921,2096921, 163727, 639844
2096921,2096921, 163966, 640055
2096921,2096921, 164019, 640306
2096921,2096921, 164324, 640448
2096921,2096921, 164319, 640340
2096921,2096921, 164470, 641212
2096921,2096921, 164273, 641435
2096921,2096921, 164326, 641358
2096921,2096921, 164313, 641405
2096921,2096921, 164561, 641249
2096921,2096921, 164702, 642276
2096921,2096921, 164482, 642102
2096921,2096921, 164559, 642279
2096921,2096921, 164773, 642111
2096921,2096921, 164935, 642686
2096921,2096921, 164962, 643359
2096921,2096921, 164867, 643319
2096921,2096921, 165052, 643091
2096921,2096921, 164966, 643123
2096921,2096921, 165284, 643285
2096921,2096921, 165365, 644213
2096921,2096921, 165212, 644393
2096921,2096921, 165123, 644578
2096921,2096921, 165428, 644494
2096921,2096921, 165572, 644507
2096921,2096921, 165227, 645192
2096921,2096921, 165429, 645034
2096921,2096921, 165455, 645177
2096921,2096921, 165622, 645147
2096921,2096921, 165596, 645347
2096921,2096921, 165835, 645986
2096921,2096921, 165771, 646025
2096921,2096921, 165350, 646325
2096921,2096921, 165550, 646460
2096921,2096921, 166096, 646455
2096921,2096921, 166083, 647310
2096921,2096921, 165708, 647508
2096921,2096921, 166040, 647647
2096921,2096921, 166295, 647396
2096921,2096921, 166373, 647426
2096921,2096921, 166089, 648098
2096921,2096921, 166401, 648402
2096921,2096921, 166418, 648207
2096921,2096921, 166575, 647915
2096921,2096921, 166444, 648541
2096921,2096921, 166898, 649590
2096921,2096921, 166655, 649624
2096921,2096921, 166598, 649714
2096921,2096921, 166414, 649572
2096921,2096921, 166534, 649612
2096921,2096921, 166500, 650151
2096921,2096921, 166845, 650390
2096921,2096921, 166924, 650273
2096921,2096921, 166960, 650597
2096921,2096921, 166971, 650546
2096921,2096921, 166996, 651110
2096921,2096921, 166867, 651235
2096921,2096921, 166837, 651393
2096921,2096921, 166694, 651644
2096921,2096921, 167127, 651709
2096921,2096921, 167184, 652175
2096921,2096921, 167124, 652016
2096921,2096921, 167634, 651961
2096921,2096921, 167021, 652072
2096921,2096921, 167051, 652279
2096921,2096921, 167324, 652744
2096921,2096921, 167483, 652473
